u,value
0.0,0.4142135623730949
0.00392156862745098,0.40606240766648516
0.00784313725490196,0.3982332351132556
0.011764705882352941,0.39070699073023074
0.01568627450980392,0.3834661161819817
0.0196078431372549,0.3764944032233708
0.023529411764705882,0.36977686496517204
0.027450980392156862,0.3632996217214537
0.03137254901960784,0.3570497995342108
0.03529411764705882,0.35101543975137517
0.0392156862745098,0.34518541826909854
0.043137254901960784,0.3395493732462742
0.047058823529411764,0.33409764026530975
0.050980392156862744,0.3288211940534984
0.054901960784313725,0.3237115959983621
0.058823529411764705,0.3187609467915742
0.06274509803921569,0.31396184362245716
0.06666666666666667,0.3093073414159544
0.07058823529411765,0.30479091767339295
0.07450980392156863,0.30040644052892396
0.0784313725490196,0.29614813968157194
0.08235294117647059,0.2920105799035382
0.08627450980392157,0.2879886368606559
0.09019607843137255,0.2840774750115591
0.09411764705882353,0.2802725273788007
0.09803921568627451,0.276569477008451
0.10196078431372549,0.27296423995506625
0.10588235294117647,0.2694529496467786
0.10980392156862745,0.2660319425009088
0.11372549019607843,0.2626977446743122
0.11764705882352941,0.2594470598448053
0.12156862745098039,0.2562767579307541
0.12549019607843137,0.2531838646654041
0.12941176470588237,0.2501655519509278
0.13333333333333333,0.24721912892464726
0.13725490196078433,0.24434203367651053
0.1411764705882353,0.2415318255628207
0.1450980392156863,0.23878617806647862
0.14901960784313725,0.2361028721587075
0.15294117647058825,0.23347979012144204
0.1568627450980392,0.2309149097933274
0.1607843137254902,0.22840629920565925
0.16470588235294117,0.22595211157763284
0.16862745098039217,0.22355058064299604
0.17254901960784313,0.22120001628266706
0.17647058823529413,0.21889880044008803
0.1803921568627451,0.21664538329809369
0.1843137254901961,0.21443827969787366
0.18823529411764706,0.21227606578225755
0.19215686274509805,0.21015737584701766
0.19607843137254902,0.20808089938524388
0.2,0.20604537831105452
0.20392156862745098,0.20404960435002417
0.20784313725490197,0.20209241658471133
0.21176470588235294,0.20017269914459423
0.21568627450980393,0.1982893790305562
0.2196078431372549,0.196441424064828
0.2235294117647059,0.19462784095799446
0.22745098039215686,0.1928476734853044
0.23137254901960785,0.19110000076511624
0.23529411764705882,0.18938393563283995
0.23921568627450981,0.1876986231042248
0.24313725490196078,0.18604323892230057
0.24705882352941178,0.1844169881826816
0.25098039215686274,0.1828191040323326
0.2549019607843137,0.18124884643723682
0.25882352941176473,0.1797055010147337
0.2627450980392157,0.17818837792658537
0.26666666666666666,0.17669681082910427
0.27058823529411763,0.17523015587692914
0.27450980392156865,0.17378779077726714
0.2784313725490196,0.172369113891631
0.2823529411764706,0.17097354338230453
0.28627450980392155,0.16960051640094975
0.2901960784313726,0.16824948831693898
0.29411764705882354,0.16691993198315647
0.2980392156862745,0.16561133703715147
0.30196078431372547,0.16432320923567167
0.3058823529411765,0.16305506982072226
0.30980392156862746,0.16180645491541656
0.3137254901960784,0.1605769149479943
0.3176470588235294,0.15936601410247953
0.3215686274509804,0.15817332979454735
0.3254901960784314,0.15699845217126085
0.32941176470588235,0.15584098363340648
0.3333333333333333,0.15470053837925168
0.33725490196078434,0.15357674196860205
0.3411764705882353,0.1524692309061133
0.34509803921568627,0.1513776522428647
0.34901960784313724,0.1503016631952725
0.35294117647058826,0.14924093078045741
0.3568627450980392,0.14819513146724916
0.3607843137254902,0.1471639508420426
0.36470588235294116,0.14614708328877457
0.3686274509803922,0.14514423168232882
0.37254901960784315,0.1441551070947109
0.3764705882352941,0.14317942851337784
0.3803921568627451,0.14221692257113983
0.3843137254901961,0.14126732328707603
0.38823529411764707,0.14033037181794805
0.39215686274509803,0.13940581621961523
